Sector,Stock,Price,P/E,Sector Lowest,52 Week High,200d-EMA,Alpha,Beta,Worth,Weight
Pharma & Healthcare,F,588.6389380785342,-15.27625858,82.1309059,179.77137856793755,574.5718976962418,-0.168261961,2.204824428682844,40.44288917,-0.016108835
Banking & Financials,PFE,631.7288930876056,2.3504908570906906,119.7772201728724,875.7068502171295,509.26557757437934,0.050559992,2.312057058924289,-41.40011488,0.019630623207203532
Aerospace & Defense,DIS,586.1130872640912,5.244521328015885,276.7357656,484.4925977860121,454.9231234778932,-0.357332684,2.1506977375699554,27.409536563328366,-0.010218639
Pharma & Healthcare,NFLX,495.1775710549938,9.000585526212433,208.12970089863225,923.8659958463064,485.5003894590338,0.8793222697166445,1.7929618142713764,37.00278451333519,-0.016019614
Banking & Financials,PSX,109.27112780099505,-2.331532553,123.3274927693286,571.3137729123407,608.1672819315252,-0.024284418,0.6612537940905769,41.10725328073263,-0.017574124
Automobile,SLB,623.2665958413951,13.01559328959432,225.17255114695516,341.4858950176207,104.28884201715024,0.2663707553556578,0.8807241394207919,33.99680965946241,-0.014628767
Automobile,BAC,247.35915786645404,42.20958799674069,203.65201393615612,678.2165750937007,334.0390138802246,0.372666309,0.7531273856092082,-21.98498049,0.009732872
Semiconductors,JPM,673.1169546094728,-9.696330648,181.8341489471724,272.2650972286348,562.8463947980997,1.2373232912795182,1.5986996042880592,-17.58917207,0.007412264
Pharma & Healthcare,PSX,777.9718956110074,24.205292640119104,290.6043843,601.1616197125982,744.0087081,0.3101346606482806,1.3824364917414578,-8.567384764,0.004328612
Automobile,COST,545.4873289103801,39.9446049,223.51651581687588,470.43063168504045,257.1524107902976,-0.203903231,2.168735052036568,-36.29624408,0.017576073883877358
Banking & Financials,AVGO,583.1289192177637,-0.955167873,152.92693627849064,1101.2623764382818,588.2538550006998,0.5283880992829288,2.353904091201498,-47.59288367,0.021851141286406944
Semiconductors,RIVN,950.5034247900478,-2.123325312,250.24311913950757,198.45639612775423,737.1184707752411,1.3757187504791497,1.168781973523589,34.15556609,-0.015725668
Banking & Financials,DIS,856.8346891941834,12.676219427918788,269.6108795229585,870.0610144224661,497.4192345999378,0.6894360192318789,1.3883438227686833,3.7485203662209594,-0.001487197
Semiconductors,CVX,917.0610408196084,11.677194342818566,95.58201096535026,327.6902889,126.50113261253404,1.415182066,2.3946695313740367,9.018636407756476,-0.003933244
Pharma & Healthcare,TSLA,826.8413967039761,31.74892761498034,112.84650782659534,472.2760624026597,501.5415193202741,1.140338708811421,0.8905272831482878,39.741597660512376,-0.018101503
Aerospace & Defense,GM,193.90632344616552,0.9574078641047804,116.43864345537898,574.6140430560392,365.7843899364955,-0.414960312,2.007154636014207,14.462801473434505,-0.004569473
Retail & E-commerce,QCOM,229.89129399812123,49.42818381110762,225.29448235138275,1097.077905963694,928.2776195,0.7874006110018159,0.7801974954449408,16.94690327985702,-0.007785729
Telecom & Media,XOM,568.9949285,-37.94048902,205.0873837,391.1571572787392,213.1417240124504,0.06951442,1.7671705827623587,26.225136531828603,-0.010419592
Aerospace & Defense,AVGO,317.06462911528536,-43.19236972,208.7432257290679,230.68474395792367,682.0566140733821,0.5965811235380447,0.8415846861127954,-38.51149456,0.016796546637232047
Energy,BAC,524.1605973017075,16.228357393358003,282.4883659625344,471.8989659135974,149.27663764798297,0.055177883,2.204762498699759,-14.97555305,0.007961074
Banking & Financials,PFE,450.2302687020455,-15.65054144,244.70575496937815,244.86514532058956,498.7897285655636,0.1894803730294724,1.5076047612208794,43.720613683266286,-0.018398211
Energy,UNH,589.4601502951458,-21.06554648,96.20454076022398,270.24093993620795,594.5594827400693,1.2988574426328152,0.6951635116103028,39.34983055944931,-0.018232065
Aerospace & Defense,VZ,766.7754074118901,-14.39463505,146.52508517168715,742.5834750983579,367.1258033201251,-0.085261222,0.7783137916277161,35.599082102552266,-0.01501347
Semiconductors,AVGO,738.5926674235924,-19.60433508,166.66670995534733,198.42797773717177,506.70046147739856,1.2040885937854124,1.3612987617977357,-6.101673795,0.002252298
Telecom & Media,UNH,564.1551501,-40.61583474,157.62976879765944,166.63354358763746,247.73356397112784,-0.425600064,2.373221165384826,33.00406288377629,-0.012451927
Telecom & Media,CVX,834.5883348922002,47.13449417867654,220.2747612283832,891.6985979030321,372.60582357916473,-0.308888671,1.957940974156152,-45.07112448,0.021402510556370002
Technology,GM,483.0034142661725,-22.89723108,271.2861237324456,517.4699097522482,654.1901053958946,1.166547616949535,1.3493146597047432,-35.40614367,0.015143028396603865
Telecom & Media,RTX,901.3265387572504,24.980737963349448,137.02438921233306,266.8238353064497,370.54153358025815,0.733614953,1.0235317050538664,-9.781570313,0.004160625
Retail & E-commerce,AVGO,160.10831659108567,27.645367285831703,193.3621074528993,402.8629805921767,901.7108240483136,0.9590069420759412,1.481191203473173,-3.079863859,0.001274199
Telecom & Media,BAC,953.3603022060656,43.19111992170449,247.79916772951043,814.9707289264708,660.6754589519192,-0.079901723,1.911901583925796,-24.3058999,0.012010222828155748
Aerospace & Defense,AAPL,683.9978056018215,-40.63827666,162.2720963929015,426.1205794248111,492.10824413813714,0.553053156,1.9888477953779344,-15.3313218,0.007428958
Technology,WMT,437.3974896481029,37.85479126188262,105.4131694461182,658.4277462456853,136.87306968442246,0.9396571802655416,0.9951691758292404,-34.02971824,0.014554915
Aerospace & Defense,PEP,273.1397569108885,5.690578524842678,175.73235826968642,262.9199059311736,546.2067880766298,0.7273525575746786,1.853054535878491,-2.525577733,0.001529836
Aerospace & Defense,LCID,526.3945358736162,15.514391185085842,79.54003398493683,757.6930344845921,781.8160582224376,0.4267489779607811,1.7159607277415732,26.88876300979513,-0.011136308
Consumer Goods,COP,270.8087931682825,16.626836453044803,282.8573771358893,469.1281414546926,338.3463579625041,1.3695871045504031,2.3678349506443386,14.099860154941672,-0.006130298
Technology,LLY,245.46193886358856,32.98098244,84.03161189671894,798.9329009724595,819.1234434,0.82170339,2.307212995439029,-39.33744601,0.017876577187121552
Aerospace & Defense,WMT,650.4662705077862,-12.388396,167.36869653166883,991.3969927692486,326.1311144009495,1.269074527311438,2.0006397561887472,-2.675437489,0.001098512
Consumer Goods,LCID,565.8169335417415,24.88945896,188.3211472784176,782.6787232,834.2008664,0.925268438,1.857890577658858,17.602636683889877,-0.007515397
Consumer Goods,RIVN,697.8292558428248,5.816683321821223,292.6937630189811,447.56117384803065,178.19043542433235,0.9362656888378182,0.8857735980965038,1.409208261155456,-0.001062315
Technology,AVGO,930.8623266,30.518097959063475,104.93274351939569,405.1235530979544,871.8991098299898,-0.329863684,2.1230560562931777,-11.9334822,0.006994927
Energy,CMCSA,574.0562831,48.90798191385736,93.10940532007514,481.16151986512375,545.8853162902034,0.2099452925195786,1.217773246621712,10.292042604363855,-0.003944502
Semiconductors,RIVN,617.762326,-24.77159683,68.87952679264214,308.4566013105393,365.8667395716631,1.173684054972152,0.8818772667577348,43.762193851845005,-0.019907822
Retail & E-commerce,LCID,176.58260817094794,49.29066377,102.53774978822013,326.01489118982136,337.9516317276285,-0.035112753,1.124002094645558,-40.58120308,0.018583400832074812
Semiconductors,JNJ,740.5187126552224,-35.11038943,114.3865810458818,972.6161476467244,486.2111173343527,-0.261311982,2.1013579620154155,-12.09368131,0.006975742
Telecom & Media,RTX,455.2049391412618,-43.2716838,211.39925038997785,541.9598687251424,989.9274575720976,0.1455062585939058,0.6144688934043482,-10.49222751,0.004848299
Retail & E-commerce,LLY,973.1742840869856,-39.36853612,117.23613109797232,596.3411933,298.1671188614729,-0.058613878,1.2797603659528127,5.953186516004557,-0.00170544
Telecom & Media,MRNA,835.2892904411549,-11.60718768,71.58718304,764.0112038228439,194.13441215252536,1.302951667,1.358071876670642,-35.05310725,0.014844276410098521
Aerospace & Defense,AAPL,565.2748409950593,15.548178294762543,256.32661658572806,759.3477908,622.1471017682467,1.1922231188069194,0.3721638513250385,-32.69110921,0.013280541821865253
Banking & Financials,MO,206.75122285306227,-37.04894351,150.67058993055707,205.29683924107437,536.4299710854893,0.4808068121109794,0.7163913381411032,-22.19625664,0.009682776
Technology,TSM,867.8334616042997,-42.95936524,147.94360330620398,1015.9510500926208,568.1022297957262,-0.365937178,2.0814699693933347,42.52960709738493,-0.016888746
Retail & E-commerce,QCOM,814.2830582223589,43.921822838523774,136.20566756400348,321.93565288489384,694.9013533010689,0.8958906906983839,2.0901774468399843,21.12242313677742,-0.008874617
Retail & E-commerce,MSFT,261.85312537642926,33.17955486359789,290.4179030125705,900.8828406108158,339.7556647016246,0.7198142461995753,0.9255222627880382,14.131996592801158,-0.006380902
Aerospace & Defense,GM,361.25269585665865,31.99087396296394,105.87090316664089,953.4997240286068,911.4130643478192,1.390393316500668,2.1856466283950597,29.120052843557097,-0.012863186
Energy,AVGO,808.5595185801952,39.00919002505517,272.7402460938816,892.2135633319402,489.4637352,0.5952992118807137,1.9625722628028748,-37.42762603,0.017060157490426244
Consumer Goods,QCOM,262.4308072738205,21.809717359082164,244.9101353,748.0224436747595,217.11504411131236,0.1653790349964056,1.1970087463357328,33.21062946943898,-0.013964895
Aerospace & Defense,LCID,920.2182930733044,-33.74928374,84.41176017893676,149.3186665463674,761.8486875591772,0.5181630918053146,1.9120000410033504,7.677778219223818,-0.002678672
Automobile,NOC,477.3150491016101,-6.26071752,293.0204026836831,516.1209453700891,673.7315605656223,1.4072158356818296,2.372642692425366,-17.3727582,0.007640315
Consumer Goods,NVDA,174.2592114931906,23.965850989901305,129.07525232162732,775.4576087,382.9277932289948,0.860733758,1.2858415489313424,29.013632382183296,-0.012827707
Technology,AAPL,828.6214999593325,-17.33890967,89.47726439282044,544.8439899,654.5564509200373,0.8136265376965306,0.808726453,27.730646081038152,-0.012527125
Consumer Goods,WFC,431.50244720386286,20.63181527005633,256.9444536565069,1049.8332739915747,297.7536582671249,-0.019508936,2.330417754551558,31.895447982720604,-0.012439123
Energy,RIVN,568.8830381668633,-41.20270076,228.83842034530096,461.4101108,497.6072948202784,0.9519878454270057,1.599042500378833,-38.59166959,0.016940389767109345
Consumer Goods,GD,196.94686544097397,-14.93207673,208.33694925773432,445.2137829363314,901.4171818154234,0.9648710139245696,0.5206477517091221,43.83194626205032,-0.019947119
Technology,GOOGL,98.42087103410552,7.733747445,102.63158121394514,416.0013782115284,221.06635905112373,0.128474241,1.5318450445576974,42.89219376219648,-0.017951869
Energy,WMT,668.9945690259465,15.472016955292183,176.54482718460787,486.847517,445.9573437,0.4499585856986484,1.375861905566922,-15.2354675,0.007096559
Semiconductors,GS,558.7143601108619,10.337158256625749,245.7701686075419,725.13732,831.8876939578088,0.08465217,2.143875545,-43.38198599,0.020352095655927556
Retail & E-commerce,GS,629.0826485,21.597231099675604,136.46805496453663,883.8496611841238,963.6697385164154,0.01530718,1.4410102771246156,-33.61660088,0.015680984866464832
Retail & E-commerce,LLY,808.8617696267007,-42.91991496,138.31657572208923,836.6981898180335,505.6793297013485,-0.434412013,0.8450824371114438,46.09752307387304,-0.019192777
Telecom & Media,AMD,676.7357396462987,-34.07229781,67.60409865,990.6787392478024,552.8259701470018,0.066510356,1.754588311745322,4.606136830140564,-0.000939165
Semiconductors,TGT,253.04248660329367,37.56524928885498,106.81694438229816,1073.632223082187,610.7203600167695,0.5856729459856713,1.4667116802844251,-15.31731224,0.007043397
Semiconductors,COST,420.06480618628825,20.10407623950393,267.5075643708458,999.5486426600196,930.6748016276688,-0.481342652,0.7970820047835994,-21.92197814,0.010670906243166587
Consumer Goods,COP,909.5670792457662,-32.95385707,168.12263932774584,153.91889161707795,864.8129934994371,0.062661116,1.5338895201831029,-24.93484938,0.011881020567524445
Retail & E-commerce,GM,787.4907535009562,35.05889514960655,292.4486959211203,914.5107039203556,253.9939018013509,1.218192413682209,2.070205625224708,14.369414691382836,-0.006278382
Technology,WMT,595.9460538381749,-20.89309198,157.57164360913666,354.8990974263229,490.4282384568874,0.6623205147633069,0.3547297293268486,-9.258351428,0.003569104
Pharma & Healthcare,QCOM,325.6630338193026,1.1231157111123693,230.7889321424998,274.8360204533158,514.6286011404537,0.6897782852501715,1.6576844282193937,43.450590294208006,-0.018729734
Pharma & Healthcare,BAC,367.3429459020483,-29.94426466,131.49378088646893,811.1541276963775,803.4200695613797,0.294746697,1.0492023633740968,16.270164866206606,-0.006771383
Energy,RIVN,753.3797480711826,22.74956313653177,150.26126515931583,473.0166559,638.0106018960737,0.8223115112044639,0.9260768683582284,26.71512986193583,-0.012013859
Retail & E-commerce,WFC,860.4327804260951,18.714777585118533,110.59438256410328,194.4129497327446,683.6063073659687,-0.117540885,1.142232796562609,-21.48383124,0.010306773657171522
Retail & E-commerce,AAPL,699.0223353,-23.79577664,146.4231667367524,279.8237542274895,989.1727429368592,1.097144737018369,1.0328418101055956,-42.09883853,0.017947318
Pharma & Healthcare,GOOGL,823.0372985175243,37.048165799615866,192.2988117608703,134.80684636177062,169.03328967069314,-0.259026281,2.093361317542429,-2.652150574,0.002825467
Retail & E-commerce,PSX,784.5377078518111,-6.05496223,294.1763235595272,1091.994940390911,300.54999555235133,0.7827679082948891,0.8874095840007779,-19.37556207,0.008226522
Consumer Goods,COP,230.53075199011096,-16.20272867,219.10437544395592,159.9365812157586,464.7894334275392,0.1745654740262326,1.8790014644786244,-30.23530986,0.014310998896867443
Automobile,WFC,476.7918784661492,-29.27890778,112.54696743581086,356.0195502899932,411.38892172385727,0.9595417019347756,0.4964064513032563,42.21800870076101,-0.019249106
Banking & Financials,TSM,233.4759563696524,-18.66032317,77.18842530524043,575.4083112547326,121.67256369332546,0.57754934,2.351142562443142,-6.883615458,0.003934064
Semiconductors,LMT,307.33591322320973,-41.43323908,95.84233871,512.0853406,183.9727950581259,0.3893786641763219,1.639221361,-32.87784529,0.015076988992896712
Telecom & Media,GOOGL,876.6729654444968,10.917049582469616,195.8092798815793,1101.014450839435,707.3538175394104,-0.157160935,1.8218139789337555,-30.56665879,0.014782607932533113
Energy,COST,520.7451450501667,35.073475286238214,242.24182069422943,176.56093497101782,883.5724047382631,0.7457179453186138,0.9376895922061412,-22.64529132,0.009734858
Automobile,GM,576.8381062281438,7.719766348,282.4072159467791,677.1977731031445,559.2462611609943,1.3985358026761123,1.184437587410087,46.72357894775157,-0.021254653
Pharma & Healthcare,TSM,256.3403159382118,-23.03449167,70.51058892187758,855.6994393167028,581.4225320066752,1.110389719618844,0.7770356955493453,-23.87108411,0.009766945
Semiconductors,WFC,376.51241281244654,-40.34727629,186.6891467606524,1122.201612429938,329.0507512166695,-0.368517327,2.3103407854935067,-18.00284529,0.009823538
Retail & E-commerce,TGT,302.85554744493515,-23.46784941,174.7964868742385,791.9343583918995,784.5699817235153,0.2423299201664395,1.348870745446078,13.903680508527266,-0.005478364
Telecom & Media,HD,281.25029142736184,-4.673015651,217.237337,986.4750791185768,770.2840960006206,1.3035211622318936,1.6568127567477215,-21.36607823,0.00903503
Retail & E-commerce,WMT,668.9726472579921,27.366936566871367,195.12716809943024,222.63949118710156,625.1056950516045,0.4872983528963218,1.8814222914837329,-28.91077939,0.013388418046470712
Technology,PSX,326.77548866280176,-25.9663128,224.33820275191917,543.2402307764145,291.3597694731509,0.7945715591870615,1.0957600210174552,-34.42925791,0.014955559
Technology,MO,663.6339163622284,23.652621433901366,217.7020088,530.5182606791675,188.62817513340175,1.2784405050234156,1.8507665262642887,-19.55886581,0.008397266
Telecom & Media,WMT,148.59121204851078,37.37768801827583,93.70073059034723,1074.0292109400891,159.50911407207406,1.2034812112125624,1.755342085839324,-39.51859478,0.017174087957153708
Telecom & Media,AMD,223.4102009581057,-1.14474802,250.16164230070416,294.40119427891995,628.9524888391013,0.4849351544084014,1.819522444117182,-47.94289777,0.021700681
Pharma & Healthcare,DIS,342.6304810839635,33.13341559,95.12640976674788,294.94752704943454,835.3458595191876,0.360969533,1.3513055168394967,27.93115977602391,-0.011761502
Telecom & Media,JNJ,632.2330532804316,8.249294308704329,226.97179041610417,482.3678955893927,864.9228270380877,0.1717515396407817,1.121355480534047,-36.43155819,0.016534082
Consumer Goods,NVDA,702.9883050136142,15.938499366536275,162.2554372028215,191.6005448152773,514.2924989700913,0.9045005043229886,0.7733661916783929,25.16407094817689,-0.011523981
Retail & E-commerce,LMT,493.6487830538449,5.6021773500453165,184.64731095681333,327.3793303619825,799.1340555906116,0.069939245,2.076892115,27.245854620853382,-0.010664065
Automobile,XOM,496.4091080065744,-0.284180347,273.8998729865962,1157.7520639867314,943.5840269,-0.001725592,1.6090064586408783,2.183807063687404,0.000102676
Aerospace & Defense,MO,746.6977300046976,-21.59992939,270.8256197431375,588.0547313,346.8854199,0.203735376,1.2542184415555715,-19.84853147,0.009310579
Telecom & Media,AMZN,110.30742088132412,-15.20661921,254.3185540171664,804.2909544549907,455.9633737229334,-0.142107796,2.3351326173710305,-35.74252949,0.017374859
Energy,INTC,402.3904393,-16.44011778,183.79881461875573,904.1073888729024,929.9027125491084,0.8583333841509335,0.3964133133822533,21.38272543046977,-0.010062347
Technology,MRNA,831.2780782291234,9.054428384720794,235.61388792496356,523.1075346802883,402.90411773887297,0.7059618039957318,2.1321566809821184,8.310478360902941,-0.003017373
Consumer Goods,BAC,637.7757912989781,-32.29885647,184.4287491548008,290.0049783640728,914.2657463,0.4483450326718553,2.4510604426521683,13.52964885929218,-0.004814847
Semiconductors,GS,398.9216633110428,42.02834759740096,266.17843956576866,352.9699024164479,973.9334426099427,0.2695600618104173,2.2117041514775773,-48.90605026,0.022617615974612124
Aerospace & Defense,BAC,909.2381402119584,23.733184617885733,159.19144045427907,466.14590562693024,690.3489506335687,1.271608432140196,2.0461943991620863,39.792619023555325,-0.017507297
Automobile,COST,789.8955520806314,-6.041940041,289.2404043276046,808.5865128265286,828.1104048841299,-0.428177008,1.102682593424871,-43.34374279,0.020212589720730235
Aerospace & Defense,COP,333.9696962,-28.69176626,280.55169182197136,556.3320744899635,768.2862266656663,1.001256515,0.7933384099437137,-14.33421713,0.005713046
Telecom & Media,XOM,675.5539378143723,38.782328827211295,236.84292326846716,141.0501768261515,723.8598026698306,1.2577909748397285,1.8826737792832453,-10.86814463,0.004627831
Pharma & Healthcare,LLY,631.0691096268271,33.35225422238647,130.92011317510344,689.0711797774086,375.0995577067685,0.3777913880553692,0.9518294519981652,-49.61204686,0.021979496
Technology,INTC,456.3567767846938,23.832656635031263,97.05631667,1111.397419846932,153.16269031712636,0.5793379873259084,0.6737592188961523,-1.757635052,0.000579123
Technology,LLY,425.6174818815247,-18.15857925,262.7630912245757,995.3037717651832,407.1865365237654,1.3399931353791643,1.994466713160411,22.927620412933276,-0.010216772
Semiconductors,BA,404.6088392695377,-5.94856847,104.76784169796834,1009.236565299822,694.9018575572906,-0.074377336,0.9690678021572044,29.72926601750853,-0.012324464
Pharma & Healthcare,RIVN,650.2902909512954,-33.90374014,262.6616432521134,977.2487383,193.52373076506987,0.5203133815791889,2.2711959992637043,35.147473910054266,-0.014497059
Retail & E-commerce,MRNA,493.3730778529257,-25.85468999,179.35658108121015,477.2468859799268,113.03128734214188,0.4325872978223145,2.111519645439627,-2.662186966,0.002083201
Banking & Financials,MSFT,843.0918735213988,29.55012025301801,160.05794933301368,945.5676736389348,226.5368042854771,0.014703671,2.126679859728948,11.13397662207224,-0.003501567
